menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
Cumi Lada Hitam,"['1. 1 sendok saus lada hitam', '2. 1 sendok makan minyak goreng', '3. 300 gram cumi-cumi', '4. 2 tomat ceri', '5. 100 gram bawang bombay', '6. 50 gram cabai merah besar', '7. 50 ml air']","['1. Belah bawang bombay menjadi dua dan Iris memanjang setengahnya dan tumis dengan minyak sampai harum.', '2. Masukan cumi, cabai, saos lada hitam dan air.', '3. Kemudian masukan tomat tumis semuanya hingga masak.']",4 porsi,107,3.36,6.46,12.17,0.6,175,https://m.ftscrt.com/static/recipe/0ffeccac-d8aa-4aef-8ccc-91bd05d5a335.jpg
Salad Sayur,"['1. 20 gram jeruk nipis', '2. 1/4 mangkok, irisan paprika merah manis', '3. 2 sdm kemangi', '4. 1/2 mangkok, irisan mangga', '5. 1/2 mangkok, dicincang kale', '6. 25 gram bawang bombay', '7. 10 gram bayam', '8. 100 gram bengkoang']","['1. Potong dan iris semua bahan sesuai selera.', '2. Tambahkan perasan jeruk nipis.', '3. Tambahkan sedikit lada dan garam.', '4. Aduk rata.']",1 porsi,134,0.74,32.69,3.26,8.9,0,https://m.ftscrt.com/static/recipe/c6e3392f-b02f-444e-a1be-e0625c349c6e.jpg
Cumi Hitam,"['1. 1 sachet sweetener classic', '2. 3 sdm saos tiram', '3. 30 ml minyak goreng', '4. 457 gram cumi-cumi', '5. 47 gram bawang merah', '6. 51 gram cabai merah besar', '7. 1/2 sdt garam', '8. 21 gram cabai merah atau rawit', '9. 37 gram bawang putih']","['1. Potong potong cumi sesuai selera, iris bawang merah, bawang putih dan cabai.', '2. Panaskan minyak lalu tumis bawang hingga layu, masukkan cabai beri garam, gula dan saus tiram.', '3. Masukkan cumi aduk aduk hingga rata dan beri air.', '4. Masak selama 5 menit lalu hidangkan.']",3 porsi,278,12.43,16.89,25.76,2.6,355,https://m.ftscrt.com/static/recipe/80858e59-f063-41a2-8bbe-ad31e69894d7.jpg
Chicken Teriyaki,"['1. 1 sdt boncabe level 15', '2. 3 g lada putih bubuk', '3. 22 ml saus teriyaki', '4. 1 cup chopped broccoli', '5. 1 siung garlic', '6. 86 gram chicken breast (skin not eaten)', '7. 1 sedang onions', '8. 1 kecil scallions or spring onions', '9. 50 gram enoki mushrooms']","['1. Panggang ayam sampai setengah matang, masukkan bawang merah, bawang putih, tumis.', '2. Masukkan brocoli dan teriyaki saus, boncabe, lada dan aduk sampai layu.', '3. Masukkan jamur enoki dan scallions, masak.']",1 porsi,304,3.69,32.81,31.57,5.2,72,https://m.ftscrt.com/static/recipe/648b76e6-e4c3-4674-8eb3-eec94d151e5f.jpg
Tempe Teriyaki,"['1. 1 sendok makan minyak goreng', '2. 1 sendok saus sambal', '3. 100 ml saus teriyaki', '4. 1 siung bawang putih', '5. 1/2 iris daun bawang', '6. 10 gram lada pisang', '7. 100 gram tempe']","['1. Potong tempe lalu panggang tempe di api kecil tanpa minyak.', '2. Lalu tumis bawang putih dengan minyak, masukan saos teriyaki dan saos sambal makan dan masukkan sejumput lad.', '3. Tambahkan air secukupnya lalu masukkan tempe yg sudah dipanggamg tadi, diamkan sampai bumbu meresap dengan api kecil.', '4. Jika bumbu sudah meresap dan mengering taruh tempe di atas piring dan taburi daun bawang. Tempe siap di sajikan.']",1 porsi,484,19.87,51.74,18.94,0.5,0,https://m.ftscrt.com/static/recipe/c250a11e-172b-4479-b2b6-1e6985fad605.jpg
Tumis Ayam Tahu Telur,"['1. 1 sejumput garam laut', '2. 1 sdm saos tiram', '3. 1 sdm minyak goreng', '4. 50 ml aqua', '5. 1 besar telur', '6. 50 gram tahu', '7. 2 siung bawang putih', '8. 125 gram dada ayam']","['1. Potong-potong dadu ayam dan tahu.', '2. Geprek bawang putih, rajang.', '3. Tumis bawang putih dengan minyak goreng sampai harum.', '4. Masukkan ayam, tahu dan air, masak sampai setengah matang, masukkan saus tiram.', '5. Tumis ayam dan tahu sampai matang, masukkan telur, tumis sampai telur setengah matang, tes rasa, kalau kurang asin bisa tambah garam sedikit, tumis sampai matang, sajikan.']",1 porsi,461,27.12,4.41,47.59,0.3,316,https://m.ftscrt.com/static/recipe/86c26762-01f2-4a28-904a-6c539f1428e0.jpg
Oseng Tahu Buncis Telur,"['1. 3 ml saori saus teriyaki', '2. 4 g royco ayam', '3. 1 sdm minyak goreng', '4. 1 sedang telur', '5. 1 sdm cabai merah atau rawit', '6. 181 gram tahu', '7. 1 siung bawang putih', '8. 200 gram buncis']","['1. Panaskan minyak lalu masukkan bawang putih cincang.', '2. Orak-arik telur, tambahkan tahu potong dadu dan dan sedikit air.', '3. Tambahkan saus teriyaki, royco, dan cabai dan kacang buncis. Masak sebentar hingga matang.']",5 porsi,77,4.9,4.68,4.89,1.8,37,https://m.ftscrt.com/static/recipe/bd55ba59-2c6d-440e-8641-89ab03a267cc.jpg
Capcay Toge,"['1. 3 g royco ayam', '2. 10 ml minyak goreng', '3. 100 g sayur toge', '4. 1 tongkol/bonggol besar jagung', '5. 50 gram kacang panjang hijau', '6. 1 kecil bawang merah', '7. 1 sejumput garam', '8. 1 sdt gula pasir', '9. 50 gram wortel', '10. 500 ml air']","['1. Tumis bawang merah yang sudah diiris-iris dengan minyak panas.', '2. Lalu masukkan wortel,toge, jagung, dan kacang panjang. Tambahkan air sekitar 500 ml.', '3. Lalu tambahkan bumbu-bumbu penyebab seperti garam, gula dan royco (sesuai selera).', '4. Lalu tunggu air menyusut menjadi setengah.', '5. Setelah itu siap dihidangkan.']",2 porsi,200,5.51,23.42,20.31,4,0,https://m.ftscrt.com/static/recipe/7b071d87-c929-4812-91ad-b54eca1796d9.jpg
Spaghetti,"['1. 2 sejumput garam laut', '2. 3 gram kaldu jamur', '3. 20 g quick melt keju', '4. 15 ml minyak goreng tropical', '5. 60 g spaghetti gluten free', '6. 30 gram bawang bombay', '7. 2 gelas air', '8. 115 gram udang', '9. 142 gram jamur dimasak (lemak ditambahkan dalam masakan)', '10. 2 gram cabai merah atau rawit', '11. 100 gram wortel', '12. 3 gram bawang putih']","['1. Siapkan bahan bawang puith,bombai dan cabe rawit. Cuci bersih lalu di chop.', '2. Rebus spagheti tambahkan sejumput garam dan sedikit minyak. Rebus spagheti hingga aldente kira-kira 8 menit.', '3. Bersihkan udang hingga bersih dan tdk amis lagi.', '4. Iris wortel berbentuk korek api dan bersihkan jamur.', '5. Tumis semua bahan bawang putih, bombai dan rawit lalu masukkan udang, tumis hingga setengah matang lalu masukkan wortel dan setelah itu jamur.', '6. Tambahkan air rebusan spagheti lalu di tumis dan masukkan spagheti tadi.', '7. Masak sebentar lalu tambahkan keju yang sudah diparut.', '8. Siap disajikan.']",1 porsi,693,26.37,71.94,44.5,7.5,237,https://m.ftscrt.com/static/recipe/ec423167-afa7-4b00-a708-b72015a00d3f.jpg
Udang Tumis Brokoli,"['1. 2 g royco ayam', '2. 10 gram bawang bombay', '3. 10 g bawang merah goreng', '4. 250 sedang udang', '5. 3 sdt bubuk cabai', '6. 1 sdm kecap manis', '7. 1 sdm bawang putih bubuk', '8. 1 sdt garam', '9. 150 gram brokoli']","['1. Rebus udang sampai setengah matang dgn air.', '2. Masukkan brokoli dan bumbu.', '3. Rebus sehingga cukup air.']",6 porsi,334,5.72,8.87,58.79,1.2,429,https://m.ftscrt.com/static/recipe/e6865564-f148-4263-9fb1-fc0d8796a518.jpg
Sup Tahu Wortel,"['1. 150 gram tahu', '2. 2 sdm cabai merah atau rawit', '3. 1 sdt garam', '4. 2 siung bawang putih', '5. 50 gram wortel', '6. 30 gram kembang kol']","['1. Potong kembang kol, wortel dan tahu sesuai kreasi.', '2. Potong bawang putih dan cabai.', '3. Masak menggunakan api sedang selama 10 menit.']",1 porsi,189,9.43,17.51,14.65,5.7,0,https://m.ftscrt.com/static/recipe/53bb17ad-f544-44da-9330-5157555a24c1.jpg
Sesame Toowoomba Pasta,"['1. 1 siung bawang putih dimasak', '2. 10 g smoked beef', '3. 60 g shin ramyun', '4. 200 ml susu uht full cream (250ml)', '5. 3 sdm roasted sesame dressing', '6. 20 gram bawang bombay dimasak']","['1. Rebus Shin Ramyun atau mi instan lainnya hingga setengah matang.', '2. Tumis bawang putih yang sudah dicincang halus hingga harum.', '3. Masukkan daging lembu salai (secukup rasa) dan tumis dengan bawang.', '4. Masukkan 200ml susu UHT ke tumisan.', '5. Jika susu mulai mendidih masukan bumbu mi instan dan 3 sdm sesame dressing.', '6. Masukan mie dan tunggu hingga susu agak meresap.', '7. Jika susu mulai mengental, matikan api dan Sesame Toowoomba Pasta sudah siap disajikan.']",1 porsi,588,30.61,57.91,11.83,0.4,14,https://m.ftscrt.com/static/recipe/f237cd8c-ec83-4a88-94a0-f621c94ac930.jpg
Japchae Shirataki,"['1. 1 sdt bawang putih cincang', '2. 5,50 ml minyak goreng', '3. 1/2 sdm kecap manis', '4. 10 g saus tiram', '5. 10 ml pengganti kecap asin', '6. 20 gram jamur kancing', '7. 200 g mie basah matang', '8. 1 sedang paprika merah manis', '9. 1 sejumput lada hitam', '10. 1 sdt garam', '11. 1 mangkok, dicincang daun bawang (loncang)', '12. 1 sdt gula pasir', '13. 40 gram wortel']","['1. Rebua mie shirataki sampe matang.', '2. Tumis jamur dan wortel hingga masak, tambahkan garam.', '3. Masukan mie yang sudah matang, aduk hingga tercampur.', '4. Masukan saus yang sudah dibuat. Masak hingga saus surut.', '5. Setelah surut, tambahkan paprika dan daun bawang. Aduk hingga tercampur rata.', '6. Mie siap di sajikan.']",4 porsi,56,1.44,10.55,1.6,3.6,0,https://m.ftscrt.com/static/recipe/454f0499-a2bc-469c-8079-d4bbe2abf1d3.jpg
Tahu Gejrot Cirebon,"['1. 20 g sambal pedas uleg', '2. 2 sdm kecap manis', '3. 6 buah tahu goreng', '4. 3 sdt, bongkahan gula merah']","['1. Tahu dipotong2 taruh di atas piring.', '2. Ulek cabe, bawang merah, bawang putih, garam.', '3. Didihkan air masukan gula jawa dan kecap sampai mendidih.', '4. Siram tahu dengan larutan gula dan cabe ulek ke atas piring yg berisi tahu.']",2 porsi,200,8.87,25.47,7.21,2,18,https://m.ftscrt.com/static/recipe/a506eefb-dee5-4a90-8952-f7752e01d74a.jpg
Sate Mix Ayam dan Jamur,"['1. 3 g lada putih bubuk', '2. 1 sdm kecap manis', '3. 50 ml air mineral', '4. 100 g saus tiram', '5. 100 gram dada ayam', '6. 30 gram ketumbar', '7. 1 sdt garam', '8. 3 siung bawang putih', '9. 5 gram cabai merah atau rawit', '10. 100 gram jamur tiram', '11. 2 kecil bawang merah']","['1. Rebus jamur tiram , setelah itu tiriskan dan suwir sesuai dengan ukuran yang diinginkan.', '2. Belender bumbu untuk dipanggang setelah itu di tumis.', '3. Marinasi jamur dan dada ayam selama 30 menit.', '4. Tusuk jamur tiram dan dada ayam yg sudah di marinasikan pada tusuk sate.', '5. Panggang sate jamur dada ayam di teflon anti lengket atau panggangan anti lengket.']",1 porsi,446,9.58,55.41,37.34,7.1,83,https://m.ftscrt.com/static/recipe/4e100d48-ca1a-42be-aee4-b8591f01dc5b.jpg
Sayur Pokcoy Tahu Telur,"['1. 1,5 g kaldu rasa jamur', '2. 3 g lada putih bubuk', '3. 1 besar telur', '4. 1 sdm minyak kelapa', '5. 100 gram tahu', '6. 100 gram pakcoy', '7. 1 sdt garam', '8. 2 siung bawang putih', '9. 1/4 gelas air', '10. 2 sedang bawang merah']","['1. Di atas wajan, tambahkan minyak kelapa, tumis bawang merah dan bawang putih hingga kecoklatan.', '2. Masukkan telur, diorak arik lalu masukkan tahu, aduk aduk selama 5 menit lalu masukkan air putih. Diamkan hingga tahu matang.', '3. Masukkan pakcoy, garam, lada bubuk dan kaldu jamur lalu di aduk aduk hingga pakcoy agak layu dan bumbu tercampur rata.', '4. Siap disajikan.']",2 porsi,195,11.91,15.37,8.65,2.2,106,https://m.ftscrt.com/static/recipe/52f53db6-9b6b-4dbe-b241-ccbb0262f3a0.jpg
Bakmi Goreng Shirataki,"['1. 3 g lada putih bubuk', '2. 1 sdm kecap manis', '3. 25 g mie kering', '4. 1/4 mangkok, segar, potongan batang brokoli dimasak (dari segar)', '5. 1 sdm cabai merah atau rawit', '6. 25 gram dada ayam rebus (kulit tidak dimakan)', '7. 1 siung bawang putih']","['1. Rebus mie ,brokoli, dada ayam.', '2. Bawang putih dan cabe cincang.', '3. Tumis baput cabe lada dengan air.', '4. Masuk mie brokoli dada ayam.', '5. Koreksi rasa dg tambahkan himsalt dan kecap.']",1 porsi,140,2.77,23.8,8.94,3.8,19,https://m.ftscrt.com/static/recipe/0aed81a5-92fd-43c4-b97f-2c64ce718d0c.jpg
Tumis Wortel Buncis,"['1. 35 g saus tiram', '2. 2 sedang bawang merah', '3. 4 telur puyuh', '4. 1 sdm cabai merah atau rawit', '5. 44 gram buncis', '6. 68 gram wortel', '7. 3 siung bawang putih', '8. 50 gram nasi merah (butir-sedang, dimasak)']","['1. Cuci lalu iris wortel dan buncis.', '2. Iris bawang merah, bawang putih, serta cabai lalu tumis dg air secukupnya.', '3. Masukkan wortel dan buncis serta tambahkan sedikit merica bubuk dan saos tiram.', '4. Pindahkan ke piring dengan nasi.']",1 porsi,295,5.85,53.6,10.99,9.1,304,https://m.ftscrt.com/static/recipe/10ecb585-4594-4361-aeae-67740979d72a.jpg
Ayam Suwir Balado,"['1. 15 gram kaldu jamur', '2. 1 sdm kecap asin (kedelai)', '3. 20 ml gula jawa', '4. 5 daun sedang selada', '5. 100 gram dada ayam rebus (kulit tidak dimakan)', '6. 100 gram nasi merah', '7. 7 sdm cabai merah atau rawit', '8. 1 sdt garam', '9. 1 siung bawang putih', '10. 1 utuh sedang tomat merah', '11. 20 gram kubis', '12. 20 gram wortel', '13. 10 gram kacang kemiri', '14. 5 kecil bawang merah']","['1. Haluskan bawang merah, bawang putih, cabai, kemiri, tomat.', '2. Suwir-suwir ayam rebus dengan garpu / tangan.', '3. Tumis bumbu halus diatas teflon anti lengket. Sampai harum. Tambahkan garam.', '4. Masukkan ayam suwir kedalam tumisan bumbu, tambahkan kaldu jamur, kecap asin, gula jawa.', '5. Aduk hingga rata. Tes rasa. Siap disajikan.']",1 porsi,708,18.19,112.94,43.14,21.1,76,https://m.ftscrt.com/static/recipe/31c80581-c18b-4d36-ba78-3dd0a08a32c4.jpg
Kekian Udang,"['1. 1 sedang telur', '2. 60 g tepung tapioka', '3. 75 g kembang tahu', '4. 640 gram udang', '5. 123 gram wortel', '6. 21 gram bawang putih', '7. 30 gram daun bawang (loncang)']","['1. Haluskan udang.', '2. Haluskan bawang putih garam dan merica.', '3. Parut wortel dan iris kecil-kecil daun bawang.', '4. Masukkan wortel daun bawang telur dan bumbu halus kedalam udang yang telah dihaluskan.', '5. Aduk sampai rata kemudian masukkan tepung tapioka.', '6. Taruh di dalam kulit tahu yang telah di rendam air.', '7. Kukus kurang lebih 10 menit.']",31 porsi,46,1.05,1.93,7.19,0.1,49,https://m.ftscrt.com/static/recipe/d430fd36-3f49-4c7b-b50d-cae272bc8ad9.jpg
Cah Sayur,"['1. 1.5 g kaldu rasa jamur', '2. 15 gram sawi hijau', '3. 15 g saus bumbu rasa tiram', '4. 1 sdt garam', '5. 24 gram jagung kecil/tunas jagung', '6. 100 gram kentang rebus', '7. 2 gelas air', '8. 71 gram daging dada ayam (ayam pedaging)', '9. 50 gram buncis', '10. 25 gram brokoli', '11. 24 gram wortel']","['1. Tumis bawput dan cabe.', '2. Masukan air, ayam dan kentang.', '3. Campur semua bahan jadi.', '4. Tambahkan bumbu perasa.', '5. Sajikan selagi hangat.']",1 porsi,240,1.46,36.44,20.94,5.5,41,https://m.ftscrt.com/static/recipe/a79b6ace-bec2-474f-ac5c-e8773e3a89cf.jpg
Spaghetti Aglio Olio Bandeng tanpa Minyak,"['1. 1,5 g kaldu rasa jamur', '2. 40 gram bawang bombay', '3. 60 g spaghetti', '4. 1 sdm cabai merah atau rawit', '5. 1 sdt garam', '6. 1 kecil bawang merah', '7. 1 utuh sedang tomat merah', '8. 30 gram brokoli', '9. 100 gram ikan bandeng']","['1. Rebus spaghetti wholemeal selama 10 menit.', '2. Haluskan tomat dan bawang merah bisa di uleg atau di blender beri sedikit air.', '3. Panaskan telflon anti lengket, masukan bawang bombai sangrai sampai harum (tanpa minyak).', '4. Setelah itu masukan bumbu yg sudah di haluskan.', '5. Tambahkan bandeng suwir, irisan cabai, brokoli, garam, dan kaldu jamur.', '6. Kemudian masukan spaghetti wholemeal yg sudah di rebus dan beri sedikit seledri, aduk sampai rata.']",1 porsi,462,9.1,65.74,31.09,7.2,52,https://m.ftscrt.com/static/recipe/d71e2036-a956-4e46-a3bd-860e77aefe9b.jpg
Cah Brokoli Ayam,"['1. 3 g lada putih bubuk', '2. 1 sdm minyak goreng', '3. 1 sdt garam', '4. 1 sdm saus tiram', '5. 200 gram dada ayam', '6. 100 gram brokoli', '7. 2 siung bawang putih', '8. 20 gram wortel', '9. 150 ml air']","['1. Haluskan bawang putih dan lada.', '2. Panaskan minyak.', '3. Tumis bumbu sampai harum.', '4. Masukkan ayam tumis sampai matang.', '5. Tambahkan air matang secukupnya.', '6. Masukkan brokoli.', '7. Tambahkan garam.', '8. Pindahkan ke piring saat sudah matang.']",3 porsi,183,8.64,4.84,20.91,1.1,55,https://m.ftscrt.com/static/recipe/3cb3465c-8292-4016-9a11-4c1d711af10a.jpg
Nasi Goreng Tapi Bohong,"['1. 2 g royco ayam', '2. 1/2 sdt garam laut', '3. 35 g quick cooking oatmeal', '4. 15 g saus tiram', '5. 1 sendok makan minyak goreng', '6. 25 gram kecambah', '7. 2 siung bawang putih', '8. 25 gram buncis', '9. 25 gram wortel', '10. 1 kecil bawang merah', '11. 50 ml air']","['1. Sangrai oatmeal sampai berubah warna kecoklatan.', '2. Tambahkan air sedikit demi sedikit, sisihkan.', '3. Tumis bawang bombay dan bawang putih hingga harum, lalu tambahkan tauge wortel, tumis hingga layu. Tambahkan garam, penyedap rasa & saus tiram.', '4. Masukkan oatmeal yg sudah disangrai tadi.', '5. Tumis sebentar hingga tercampur rata. Test rasa, sajikan.']",1 porsi,291,12.34,40.05,6.81,6.2,0,https://m.ftscrt.com/static/recipe/83848c8a-1d58-4e9a-a00c-bc09e0389c9b.jpg
Steak Tempe,"['1. 3 g lada putih bubuk', '2. 1 sdm saus sambal', '3. 100 g saus tiram', '4. 10 g tepung maizena', '5. 1 mangkok, irisan cooked carrots', '6. 2 sdm tomato catsup', '7. 2 sdm salt', '8. 1 mangkok chayote (fruit)', '9. 4 siung garlic', '10. 1 mangkok, dicincang onions', '11. 30 ml bottled water', '12. 100 gram tempeh (cooked)']","['1. Potong tempe, lalu kukus hingga matang.', '2. Haluskan bawang putih hingga halus lalu tambahkan tempe kukus lalu haluskan. Tambahkan tepung terigu, garam dan merica, aduk hingga merata, lalu bentuk adonan bulat pipih.', '3. Panaskan pan, tambahkan margarin dan minyak zaitun, lalu grill tempe sampai matang, jgn sering2 dibolak balik agar tdk hancur, masak jg pinggirannya.', '4. Saus: lelehkan margarin, lalu tumis bawang bombay sampai layu kmudian masukkan bawang putih tumis sampai harum, lalu masukkan semua bahan saus dan lada, lalu tambahkan air, cek rasa, terakhir masukkan larutan maizena, aduk2 hingga mengental, sajikan.']",4 porsi,135,3.96,29.53,6.21,2.4,0,https://m.ftscrt.com/static/recipe/a2ed5362-451f-48e5-b314-f81d6a4c549b.jpg
Shirataki Tomato Soup,"['1. 2 g royco ayam', '2. 1/2 sdm minyak goreng', '3. 1 sdm kecap manis', '4. 2 chicken nugget', '5. 1 sedang telur', '6. 1 mangkok, segar sawi dimasak (dari segar)', '7. 200 g mie basah matang', '8. 1 sdt garam', '9. 1 sdm saus teriyaki', '10. 5 siung bawang putih', '11. 5 iris daun bawang', '12. 200 gram tomat', '13. 50 gram buncis', '14. 50 gram wortel', '15. 3 gelas air']","['1. Panaskan minyak Â½ sendok masukkan nugget yg dipotong dadu.', '2. Masukkan batang sawi, wortel dan buncis tambahkan air 250ml.', '3. Sisihkan tumisan ke pinggir wajan lalu masukkan telur, beri garam dan orak arik bersama sayur.', '4. Masukkan irisan tomat, sawi, tambahkan air 500ml masukkan mie shirataki.', '5. Tambahkan royko/kaldu ayam, garam, irisan cabe, saus teriyaki dan kecap.', '6. Diamkan hingga mendidih.', '7. Ready to serving.']",3 porsi,163,6.37,21.74,6.29,6.1,68,https://m.ftscrt.com/static/recipe/a6235aa8-0fc3-4813-b99a-9a0c93a34218.jpg
Capcay,"['1. 9 g saus sambal', '2. 1 sdm kecap manis', '3. 50 g sosis sapi', '4. 1 besar telur', '5. 1 sdm cabai merah atau rawit', '6. 2 kecil bawang merah', '7. 1 mangkok, dicincang sawi', '8. 3 siung bawang putih']","['1. Tumis bawang putih, bawang merah, dan cabai hingga harum.', '2. Tuang air secukupnya tunggu sampai mendidih.', '3. Masukkan sawi, sosis, dan telur.', '4. Tambahkan garam, lada, kecap secukupnya.', '5. Tunggu hingga matang.']",1 porsi,363,12.39,47.46,17.07,4.9,212,https://m.ftscrt.com/static/recipe/22db4992-c520-417a-abaf-397d6bd88f2b.jpg
Tumis Jamur Kacang Panjang,"['1. 10 gram kaldu jamur', '2. 1 sdm kecap manis', '3. 100 g saus tiram', '4. 100 gram kacang panjang hijau', '5. 50 gram bawang bombay', '6. 100 gram jamur kancing', '7. 5 sdm cabai merah atau rawit', '8. 1 siung bawang putih']","['1. Tumis bawang putih , bawang bombay dan cabai rawit yang sudah di iris tipis.', '2. Masukan jamur dan kacang panjang yang sudah di potong-potong.', '3. Tambahkan kaldu jamur , saos tiram , garam , dan kecap sesuai selera.']",3 porsi,91,1.78,19.07,3.39,4.2,0,https://m.ftscrt.com/static/recipe/01afd4dc-a355-4305-a878-412d4de54ec4.jpg
Telur Sutera,"['1. 10 gram bawang bombay', '2. 1 besar telur', '3. 1 besar putih telur', '4. 1 sdm saus tiram', '5. 1 potong jagung rebus', '6. 50 gram wortel dimasak', '7. 1 siung bawang putih', '8. 1 gram daun bawang']","['1. Kocok telur dengan irisan daun bawang, dengan menambahkan 100ml air. Masukkan garam dan merica sesuai selera. Lalu kukus.', '2. Rebus jagung dan wortel, tumis bawang bombay dan bawang putih dengan 1 sendok olive oil.', '3. Masukkan sayuran kedalam tumisan bawang, lalu tambahkan garam, merica dan 1 sendok saus tiram.', '4. Yang terakhir koreksi rasa.']",1 porsi,195,6.81,22.75,12.76,3.6,212,https://m.ftscrt.com/static/recipe/be854e2e-eccc-4c08-9702-b831f1deac1f.jpg
